,0,1,2
06-05-2019,1.069162755,0.124613819,3.113619363
07-05-2019,1.161551608,0.123811196,3.133803833
08-05-2019,0.986285501,0.125246371,2.53101146
09-05-2019,1.03429351,0.125197461,3.65023378
10-05-2019,1.110163662,0.12561814,3.088725876
11-05-2019,1.094878106,0.125988106,3.428895102
12-05-2019,0.887772517,0.125483455,3.498469188
13-05-2019,0.899973367,0.125073913,3.046198768
14-05-2019,0.938121026,0.125395599,3.29357651
15-05-2019,0.922424739,0.124827663,3.83729045
16-05-2019,0.684005633,0.125138307,2.301453549
17-05-2019,0.732636075,0.124816854,2.852178914
18-05-2019,0.746736563,0.124141924,2.85157495
19-05-2019,1.071204393,0.12444903,3.374875635
20-05-2019,0.828564724,0.124677624,2.269853976
21-05-2019,0.753217264,0.128547078,2.940556913
22-05-2019,0.999846987,0.126623276,3.451182237
23-05-2019,1.02710875,0.127333084,2.897911423
24-05-2019,0.937194378,0.125918428,2.62074427
25-05-2019,0.824390171,0.126364224,2.302866983
26-05-2019,1.054188061,0.126445871,2.609812387
27-05-2019,0.857508559,0.127218842,2.821909044
28-05-2019,0.944560065,0.126289988,3.016866229
29-05-2019,1.072268647,0.127750512,2.583159894
30-05-2019,0.710240708,0.1255932,3.168961365
31-05-2019,1.022387309,0.125812481,2.869349655
01-06-2019,0.828008618,0.126751098,3.100564864
02-06-2019,0.950525424,0.125893964,2.343241812
03-06-2019,1.251755588,0.127706941,3.265288448
04-06-2019,0.794689776,0.127379576,2.355165634
05-06-2019,0.950513773,0.125818474,2.209532443
06-06-2019,0.935894771,0.126450621,3.052574963
07-06-2019,1.11793521,0.126997834,3.078792665
08-06-2019,1.117251475,0.126175953,2.765978701
09-06-2019,0.840414888,0.126335056,2.612101576
10-06-2019,1.010698282,0.125769555,2.464825447
11-06-2019,0.849943264,0.125722018,3.046403528
12-06-2019,0.980691425,0.125345471,2.880040236
13-06-2019,1.462760165,0.125859222,3.996528758
14-06-2019,0.932236849,0.125277968,2.921503313
15-06-2019,0.777898378,0.125374927,3.174478409
16-06-2019,1.027860927,0.125404547,3.676102763
17-06-2019,1.056606907,0.125480057,2.781318471
18-06-2019,1.061495139,0.124844203,3.484342787
19-06-2019,1.245854624,0.126302921,3.269916445
20-06-2019,1.068992778,0.126180645,2.964004494
21-06-2019,0.699256844,0.125462443,2.431006392
22-06-2019,1.218913697,0.125713553,3.746612734
23-06-2019,1.148329877,0.125927642,3.629068189
24-06-2019,1.231538416,0.125292508,3.09675341
25-06-2019,1.019889068,0.127529786,3.810874423
26-06-2019,0.819675318,0.127062389,3.746191174
27-06-2019,1.295326472,0.126397903,3.093405746
28-06-2019,1.033755248,0.124478098,2.90010858
29-06-2019,0.699876542,0.126963805,2.906340111
30-06-2019,0.753008212,0.12905561,2.758500776
01-07-2019,0.828706532,0.125418125,2.487678713
02-07-2019,0.887834443,0.12502634,3.047357851
03-07-2019,1.164855638,0.124567796,3.668684975
04-07-2019,0.755428929,0.123886034,2.85746496
05-07-2019,0.676450813,0.127556618,3.159381348
06-07-2019,1.03178629,0.1255658,3.010373836
07-07-2019,1.045678196,0.125982094,3.079802751
08-07-2019,0.821746441,0.126197025,2.884378619
09-07-2019,1.293832595,0.130419306,3.297057877
10-07-2019,1.021100758,0.132124777,2.921480815
11-07-2019,0.844275697,0.128561126,2.84689479
12-07-2019,1.343505101,0.13050291,4.245116079
13-07-2019,1.25041528,0.13043272,3.802726791
14-07-2019,1.388189998,0.129643612,2.99282005
15-07-2019,0.968872738,0.130637367,3.161423172
16-07-2019,1.278131096,0.129760245,3.822434201
17-07-2019,1.237632378,0.130000071,3.476921188
18-07-2019,1.007173084,0.129656828,3.355010354
19-07-2019,1.176189911,0.129695849,2.991614632
20-07-2019,1.551748692,0.131817948,3.497247581
21-07-2019,1.469661224,0.129496263,3.675781743
22-07-2019,1.129339305,0.12936302,3.339439652
23-07-2019,1.174072101,0.129334637,2.752549565
24-07-2019,1.202403712,0.13059096,3.047684167
25-07-2019,1.139222592,0.131019026,3.617795161
26-07-2019,1.087883249,0.129913907,3.610083088
27-07-2019,1.616675235,0.131250102,3.756187559
28-07-2019,1.37327877,0.130734032,3.793962399
29-07-2019,0.930036499,0.130293092,3.169776647
30-07-2019,1.338560621,0.130513541,3.762061758
31-07-2019,0.951250103,0.130510857,3.570584176
01-08-2019,1.266696489,0.130584897,3.798295284
02-08-2019,1.246868607,0.130172022,3.042128352
03-08-2019,1.337960625,0.130783612,3.09671826
04-08-2019,1.193220709,0.132341082,3.392748432
05-08-2019,1.368762973,0.130469441,2.958547208
06-08-2019,1.079342167,0.130718057,3.289522572
07-08-2019,1.142245481,0.131002998,2.549559975
08-08-2019,1.363848542,0.1316906,3.728436195
09-08-2019,1.241792489,0.131902478,2.903660375
10-08-2019,1.142495813,0.129240249,3.89197641
11-08-2019,1.235548436,0.130236946,4.107897296
12-08-2019,1.113542509,0.131189322,3.704569805
13-08-2019,1.069834115,0.132748379,3.239210933
14-08-2019,1.5652033,0.130739747,4.01561127
15-08-2019,1.062956328,0.129207931,3.095785199
16-08-2019,1.325007148,0.130374056,3.129456992
17-08-2019,0.960827489,0.129765826,3.121006611
18-08-2019,1.4093246,0.130897529,4.217039112
19-08-2019,1.196407634,0.130854099,3.301386847
20-08-2019,1.148659543,0.130780542,3.547928409
21-08-2019,1.0464541,0.130639064,2.9164324
22-08-2019,1.102193265,0.130224034,3.056271463
23-08-2019,1.179261802,0.130531618,2.918833055
24-08-2019,1.228330584,0.130297618,3.576427628
25-08-2019,0.963314801,0.129608891,3.217371882
26-08-2019,1.076362685,0.130790668,3.302987943
27-08-2019,1.141329227,0.130205416,3.264073129
28-08-2019,1.278508963,0.130187622,3.241475597
29-08-2019,1.023600363,0.129444781,3.337330375
30-08-2019,1.382053964,0.13150716,4.121448599
31-08-2019,1.135982797,0.131344892,2.824624492
01-09-2019,1.187414642,0.130299144,3.238701258
02-09-2019,1.234515103,0.13074184,3.327167494
03-09-2019,1.481484875,0.130285475,3.576760946
04-09-2019,1.501985514,0.131862595,3.465728858
