,0,1,2
06-05-2019,0.40543852,0.12888705,3.103492548
07-05-2019,0.445717637,0.129562087,3.805125493
08-05-2019,0.389711665,0.131338877,2.938962229
09-05-2019,0.261961613,0.131082789,2.45646284
10-05-2019,0.326191634,0.131307389,3.587003012
11-05-2019,0.324041015,0.131713705,2.68764742
12-05-2019,0.246833247,0.131032842,2.365819089
13-05-2019,0.691225354,0.130774093,4.763940498
14-05-2019,0.342349009,0.130960239,2.649659178
15-05-2019,0.439724761,0.131009632,3.320366551
16-05-2019,0.256811667,0.130508092,2.99598281
17-05-2019,0.392492828,0.131421008,2.876252486
18-05-2019,0.404981583,0.129751313,3.290910812
19-05-2019,0.483727076,0.131620043,3.039050825
20-05-2019,0.360969463,0.131084826,2.868371658
21-05-2019,0.410630812,0.130393902,3.274693024
22-05-2019,0.322811729,0.130616217,3.047094829
23-05-2019,0.355367398,0.131455711,2.396244314
24-05-2019,0.278670471,0.131079663,2.40311878
25-05-2019,0.26898371,0.131552401,2.538912241
26-05-2019,0.366557709,0.131101497,2.608665855
27-05-2019,0.337408804,0.130323073,2.677960179
28-05-2019,0.366246986,0.131091581,4.546439933
29-05-2019,0.402992368,0.131080606,2.624339418
30-05-2019,0.303945746,0.131702309,3.264938962
31-05-2019,0.309384947,0.131175072,3.590621243
01-06-2019,0.400027258,0.131696036,2.68800802
02-06-2019,0.379913092,0.13241359,2.990629577
03-06-2019,0.497627824,0.131531611,3.801367566
04-06-2019,0.31958268,0.131065183,2.250788444
05-06-2019,0.338218314,0.131241218,2.9563883
06-06-2019,0.401572353,0.13112516,3.317441144
07-06-2019,0.478733455,0.131638183,3.304512329
08-06-2019,0.408355625,0.131304853,3.495681912
09-06-2019,0.418714944,0.130585712,3.29285642
10-06-2019,0.217578882,0.129728965,2.18147119
11-06-2019,0.365682929,0.130832494,2.629316241
12-06-2019,0.29079629,0.130051623,2.906538116
13-06-2019,0.468506616,0.130625519,3.888979752
14-06-2019,0.269613664,0.130653771,2.655874354
15-06-2019,0.275900129,0.130321418,2.831460905
16-06-2019,0.447747956,0.131447441,2.989788136
17-06-2019,0.379087158,0.130271379,2.548526021
18-06-2019,0.374696133,0.132287931,3.454585731
19-06-2019,0.465038392,0.132651672,2.819414148
20-06-2019,0.454101021,0.130807102,3.096162171
21-06-2019,0.363954076,0.130718548,2.952909175
22-06-2019,0.4210024,0.132103609,2.69485446
23-06-2019,0.258477357,0.130165282,2.589016014
24-06-2019,0.364265505,0.130033522,2.437832915
25-06-2019,0.356852188,0.131233351,3.21564601
26-06-2019,0.321818309,0.131051262,2.495206808
27-06-2019,0.404875804,0.130541191,3.194394026
28-06-2019,0.522545479,0.129945796,3.624588202
29-06-2019,0.317847496,0.130673398,3.22942547
30-06-2019,0.550180899,0.130769994,2.989982555
01-07-2019,0.328887765,0.131122881,2.364194542
02-07-2019,0.220541611,0.130982249,2.611040828
03-07-2019,0.766016562,0.130708891,3.825294478
04-07-2019,0.337404963,0.130070497,2.736977315
05-07-2019,0.473018891,0.13053096,3.217627453
06-07-2019,0.508612759,0.131355323,2.603624973
07-07-2019,0.324199597,0.131328514,2.543240535
08-07-2019,0.413902033,0.130888146,2.551797168
09-07-2019,0.286363837,0.131161498,2.71421115
10-07-2019,0.335964756,0.13068005,3.56596129
11-07-2019,0.245975738,0.131296799,2.345830233
12-07-2019,0.387421946,0.132397144,2.711538848
13-07-2019,0.265939105,0.130340645,2.67759914
14-07-2019,0.341869476,0.131232448,2.659403263
15-07-2019,0.514377357,0.132556727,2.783713869
16-07-2019,0.541744386,0.131873883,2.980120039
17-07-2019,0.385778938,0.131197974,3.277489625
18-07-2019,0.354465262,0.131698518,2.467757464
19-07-2019,0.31706951,0.13066989,2.724422584
20-07-2019,0.323416424,0.13125211,3.238043189
21-07-2019,0.395453604,0.13166381,2.635500209
22-07-2019,0.237586966,0.131679448,2.635187222
23-07-2019,0.262512142,0.130646637,2.954534529
24-07-2019,0.360610072,0.132442159,2.823874239
25-07-2019,0.310879325,0.132234056,3.024939364
26-07-2019,0.334167228,0.130908344,2.085428568
27-07-2019,0.442118988,0.131623641,3.358059359
28-07-2019,0.303946511,0.130973652,2.573036595
29-07-2019,0.350982203,0.130990575,2.664313828
30-07-2019,0.602582994,0.13178729,3.429769295
31-07-2019,0.4032979,0.132192279,3.343614342
01-08-2019,0.499274569,0.131189421,3.110006863
02-08-2019,0.417649455,0.129827421,2.842234698
03-08-2019,0.367545834,0.13087941,2.964561032
04-08-2019,0.454958511,0.130610233,2.878794352
05-08-2019,0.334226245,0.131468263,3.232719361
06-08-2019,0.506303703,0.131483866,3.787536942
07-08-2019,0.371970066,0.132694111,2.630109184
08-08-2019,0.276042032,0.132451915,2.506570027
09-08-2019,0.424137238,0.131989619,3.363900905
10-08-2019,0.315863089,0.131758424,3.225600206
11-08-2019,0.454240822,0.13190591,3.479753111
12-08-2019,0.361166814,0.132891307,2.626206397
13-08-2019,0.375457626,0.131640641,2.80308571
14-08-2019,0.45656094,0.131915008,3.236932668
15-08-2019,0.30331445,0.131258384,2.681733465
16-08-2019,0.373737443,0.132019724,2.461753363
17-08-2019,0.343135657,0.130406829,2.844943043
18-08-2019,0.447333469,0.132152288,3.011676955
19-08-2019,0.267683416,0.131582244,3.374315451
20-08-2019,0.39577708,0.131650581,3.410543246
21-08-2019,0.367072967,0.132818977,2.943856425
22-08-2019,0.32739612,0.131457936,3.506825177
23-08-2019,0.4148818,0.133644915,3.067830907
