,0,1,2
06-05-2019,0.209485956,0.130455282,2.751900834
07-05-2019,0.229383938,0.131489908,2.213097608
08-05-2019,0.208700836,0.131905626,2.570019264
09-05-2019,0.189023789,0.1316142,2.17301781
10-05-2019,0.260857253,0.130778815,2.66862794
11-05-2019,0.227089613,0.130431778,2.468723526
12-05-2019,0.125252387,0.131576633,1.983634891
13-05-2019,0.139079637,0.130010189,2.030610071
14-05-2019,0.124184613,0.131224857,2.194706152
15-05-2019,-0.010146137,0.129817355,2.25701717
16-05-2019,0.042561145,0.130259788,2.732999989
17-05-2019,0.031121508,0.130677279,1.981981894
18-05-2019,0.166294851,0.129745045,2.03475978
19-05-2019,0.053092263,0.129983529,2.346451144
20-05-2019,0.073370233,0.129893284,3.064053728
21-05-2019,0.271962634,0.130418941,1.755879916
22-05-2019,0.090578966,0.131481654,2.007884692
23-05-2019,0.398710645,0.131729188,2.596235548
24-05-2019,-0.021075802,0.131249258,1.897153585
25-05-2019,0.068447629,0.130590103,2.090510639
26-05-2019,0.231064173,0.131711181,2.133455929
27-05-2019,0.06274869,0.131352656,2.733100431
28-05-2019,0.090249224,0.13194317,2.758763498
29-05-2019,0.208971304,0.131380406,2.580293449
30-05-2019,0.0670051,0.131150943,2.195943035
31-05-2019,0.144328702,0.131886184,2.699297146
01-06-2019,0.054750765,0.130911463,2.18468263
02-06-2019,0.223230776,0.132463825,2.378007734
03-06-2019,0.147574303,0.131533421,2.18955758
04-06-2019,-0.029935064,0.130891705,1.955815303
05-06-2019,0.296239443,0.131891086,1.978905527
06-06-2019,0.066663728,0.131656078,2.316641996
07-06-2019,0.120422477,0.13217369,2.511846344
08-06-2019,0.179368497,0.130687894,2.555707264
09-06-2019,0.048958413,0.131423336,1.894640694
10-06-2019,0.179244149,0.132166956,2.012605935
11-06-2019,0.15203965,0.13202432,2.295031699
12-06-2019,0.095237557,0.130925424,2.146260002
13-06-2019,0.070520517,0.130802062,2.033607092
14-06-2019,0.165997294,0.131815952,2.442799938
15-06-2019,0.016072582,0.13112365,2.364180671
16-06-2019,0.040664389,0.130982081,2.084254559
17-06-2019,0.100239465,0.130393338,2.937266617
18-06-2019,0.152312646,0.131553895,2.508477602
19-06-2019,0.08918882,0.131318969,1.880916376
20-06-2019,0.177892571,0.131058718,2.182227964
21-06-2019,0.07966768,0.131258288,2.140817195
22-06-2019,0.003258796,0.131770045,1.980723306
23-06-2019,0.239107192,0.132005382,2.052946592
24-06-2019,0.193466344,0.131429127,2.43477232
25-06-2019,0.201825422,0.130947645,2.313901871
26-06-2019,0.174978259,0.131588675,2.561010657
27-06-2019,0.214813866,0.131397521,2.283148096
28-06-2019,0.247469588,0.130145109,2.458793905
29-06-2019,0.171518222,0.131606797,2.689830685
30-06-2019,0.159978147,0.131367078,2.192330106
01-07-2019,0.090421508,0.130647881,2.07427781
02-07-2019,0.131278138,0.130800267,1.957182557
03-07-2019,0.35329039,0.129423376,2.657943338
04-07-2019,0.107212426,0.130194729,2.081497473
