,0,1,2
06-05-2019,3.065883593,0.117493153,5.966305104
07-05-2019,2.001016004,0.116832514,4.972930755
08-05-2019,1.96895126,0.11838444,4.637433787
09-05-2019,1.745369512,0.11900457,4.495625685
10-05-2019,1.181160197,0.119688492,3.225038545
11-05-2019,1.970410398,0.119282946,5.89354996
12-05-2019,1.037528424,0.118342742,3.21946233
13-05-2019,1.294179313,0.118720707,3.680907989
14-05-2019,1.667780156,0.119177816,4.858286725
15-05-2019,1.503128558,0.118724033,3.866108567
16-05-2019,1.128121061,0.119298956,2.866747644
17-05-2019,1.142203532,0.118836923,3.67730828
18-05-2019,1.443427024,0.118337686,4.520960468
19-05-2019,1.367765722,0.118420821,3.420006693
20-05-2019,1.107648205,0.118532954,3.644556083
21-05-2019,1.080874825,0.123163776,4.855323695
22-05-2019,1.128984149,0.118523782,4.345119543
23-05-2019,1.969805586,0.120349811,4.42044731
24-05-2019,1.304016632,0.119051961,4.05705202
25-05-2019,1.406647749,0.119595712,4.08041386
26-05-2019,2.171918458,0.11851332,4.84333743
27-05-2019,1.388907892,0.120875688,4.260575559
28-05-2019,1.122448309,0.119509586,2.920267829
29-05-2019,0.958183762,0.120728972,2.650565103
30-05-2019,1.28976115,0.118740472,4.135068627
31-05-2019,1.623882668,0.118279497,4.624639199
01-06-2019,1.520764509,0.119109593,4.961816968
02-06-2019,1.850314418,0.118778432,3.990623475
03-06-2019,1.048378728,0.119694001,2.857286053
04-06-2019,2.001738223,0.120200845,6.339389694
05-06-2019,2.021136597,0.118498714,4.489500215
06-06-2019,1.182352823,0.118772349,3.022589025
07-06-2019,1.637075436,0.119796546,3.631156442
08-06-2019,1.292536435,0.119346483,3.887839758
09-06-2019,1.673914452,0.118972662,4.698558415
10-06-2019,1.542202441,0.118584869,4.84041519
11-06-2019,1.325226551,0.118805551,3.88029008
12-06-2019,2.268999319,0.118505439,5.189635222
13-06-2019,1.461006446,0.119110326,4.777083724
14-06-2019,1.479892044,0.119323394,3.930494983
15-06-2019,1.137325086,0.118971994,4.244696431
16-06-2019,1.399576692,0.118691062,4.566476974
17-06-2019,1.089789903,0.118074442,3.099739397
18-06-2019,1.628656102,0.119246197,4.360726082
19-06-2019,1.590690737,0.119219296,4.160400352
20-06-2019,1.254796501,0.119099835,3.652398013
21-06-2019,0.889836249,0.119449285,3.474277801
22-06-2019,1.669849095,0.119047747,5.291994322
23-06-2019,1.60702675,0.118915634,4.330801453
24-06-2019,2.356940037,0.118732711,6.207219491
25-06-2019,1.47274194,0.120904987,4.606923288
26-06-2019,1.457491341,0.12294306,3.896112571
27-06-2019,1.433036757,0.119326121,4.274001318
28-06-2019,1.436297534,0.117757811,3.626086413
29-06-2019,1.205755607,0.121115361,3.831058226
30-06-2019,1.095191716,0.123249125,3.683596141
01-07-2019,1.301330974,0.120080062,3.514321982
02-07-2019,1.236017931,0.119601972,3.160483019
03-07-2019,2.301666191,0.119193086,4.631141089
04-07-2019,1.118151739,0.117723885,3.423264539
05-07-2019,1.363364394,0.122639041,3.799768799
06-07-2019,1.745931529,0.119011409,5.007923248
07-07-2019,1.729355417,0.119523734,4.082871111
08-07-2019,1.491634221,0.118997697,4.126130278
09-07-2019,1.52946576,0.121589064,4.737268147
10-07-2019,1.354421956,0.123833796,4.473738325
11-07-2019,1.161880866,0.122145042,4.895818867
12-07-2019,1.210652051,0.121439458,3.236180458
13-07-2019,2.075830694,0.121106389,4.797434764
